Title,Brand,Screen_Size,CPU_Model,Ram,Operating_System,Rating,Series,Color,Resolution,Weight,USB,Battery,Graphics,Disk_size,Card_desc,Price
"MSI Creator 17 Professional Laptop: 17.3"" UHD 120Hz 100% AdobeRGB Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3060, 16GB RAM, 512GB NVME SSD, Thunderbolt 4, Win10, Core Black (B11UE-471)",MSI,17.3 Inches,Core i7 Family,16 GB,Windows 10 Home,4.0,Creator 17 B11UE-471,Core Black,nan,nan,nan,nan,nan,512 GB,RTX 3060,"$1,499.00"
"MSI Stealth GS77 17.3"" UHD 4K 120Hz Ultra Thin & Light Gaming Laptop: Intel Core i9-12900H RTX 3080 Ti 32GB DDR5 1TB NVMe SSD, USB-Type C, Thunderbolt 4, CNC Aluminum, Win11 Pro: Core Black 12UHS-040",MSI,17.3 Inches,Core i9,32 GB,Windows 11 Pro,4.2,Stealth GS77 12UHS-040,Core Black,nan,nan,nan,nan,nan,1 TB,RTX 3080 Ti,"$3,199.00"
"MSI Vector GP76 17.3"" QHD 240Hz Gaming Laptop Intel Core i9-12900H RTX3080TI 64GB 2TB NVMe SSD Win11 - Black (12UHSO-893)",MSI,17.3 Inches,Core i9,64 GB,Windows 11 Home,,Vector GP76 12UHSO-893,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3080 Ti,2 TB,Dedicated,"$2,699.00"
"MSI Pulse GL66 Gaming Laptop: 15.6"" 144Hz FHD 1080p Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3070, 16GB, 512GB SSD, Win10, Black (11UGK-001)",MSI,15.6 Inches,Core i7,16 GB,Windows 10 Home,4.6,Pulse GL66 11UGK-001,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3070,512 GB,RTX 3070,"$1,199.00"
"MSI Summit E16 FLIP EVO 16"" QHD+ Touch Ultra Thin 2-in-1 Professional Laptop Intel Core i7-1195G7 IRIS XE 16GB LPDDR4X 512GB NVMe SSD Win10Pro (A11MT-021)",MSI,16 Inches,Core i7 Family,16 GB,Windows 10 Pro,5.0,Summit E16FlipEvo A11MT-021,Ink Black,nan,nan,nan,nan,Intel Iris,512 GB,Integrated,"$1,149.61"
"MSI Raider GE77Hx 17.3"" QHD 240Hz Gaming Laptop: Intel Core i7-12800HX RTX 3070 Ti 16GB DDR5 1TB NVMe SSD, Thunderbolt 4, USB-Type C, Cooler Boost 5, Win11 Pro: Dark Grey 12UHS-004",MSI,17.3 Inches,Core i7,16 GB,Windows 11 Pro,5.0,Raider GE77HX 12UGS-004,Blue,nan,nan,nan,nan,NVIDIA GeForce RTX 3070,nan,Dedicated,"$1,999.00"
"MSI Prestige 14 Evo Laptop: 14"" FHD Ultra-Thin Bezel Display, Intel Core i7-1195G7, Iris Xe, 16GB RAM, 512GB NVMe SSD, Thunderbolt 4, Win 10 Home, Carbon Gray (A11MO-052)",MSI,14 Inches,Core i7 Family,16 GB,Win 10 Multi-language /Free upgrade to Win 11,4.5,Prestige 14Evo A11MO-052,Carbon Gray,nan,nan,nan,nan,nan,512 GB,Iris Xe,$887.05
"MSI Stealth 15M Gaming Laptop: 15.6"" 144Hz FHD 1080p Display, Intel Core i7-11375H, NVIDIA GeForce RTX 3060, 16GB, 512GB SSD, Thunderbolt 4, WiFi 6, Win10, Carbon Gray (A11UEK-009)",MSI,15.6 Inches,Core i7,16 GB,Windows 10 Home,4.3,Stealth 15M A11UEK-009,Carbon Gray,nan,nan,nan,nan,NVIDIA GeForce RTX 3060,512 GB,Dedicated,"$1,099.00"
"Newest MSI GF63 Premium Gaming Laptop, 15.6"" FHD Thin-Bezel Display,10th Gen Intel Quad-Core i5-10300H, 16GB RAM, 1TB SSD, GeForce GTX 1650 4GB, Backlit Keyboard, Windows 10",MSI,15.6 Inches,Corei5-10300H,16 GB,Windows 10,4.5,GF,Black,nan,nan,nan,nan,NVIDIA GeForce GTX 1650,1 TB,Dedicated,$679.99
"MSI Pulse GL66 15.6"" FHD 144Hz Gaming Laptop: Intel Core i7-12700H RTX 3070 16GB 512GB NVMe SSD, Type-C USB 3.2 Gen 1, RGB Gaming Keyboard, Cooler Boost 5, Win11 Home: Black 12UGKV-464",MSI,15.6 Inches,Core i7,16 GB,Windows 11 Home,4.4,Pulse GL66,Black,nan,nan,nan,nan,NVIDIA GeForce RTX 3070,nan,nan,"$1,298.96"
"HP ENVY x360 Convertible 15-inch Laptop, AMD Ryzen 7 5825U processor, AMD Radeon Graphics, 8 GB RAM, 512 GB SSD, Windows 11 Home (15-eu1026nr, Nightfall black aluminum)",HP,15 Inches,AMD Ryzen 7,8 GB,Windows 11 Home,4.5,ENVY x360 Convertible 15-eu1026nr,Nightfall black aluminum,nan,nan,nan,nan,nan,512 GB,Integrated,$758.00
"HP Envy Laptop, 17.3"" Full HD Touchscreen, 12th Gen Intel Core i7-1260P, 32GB DDR4 RAM, 1TB PCIe SSD, IR Camera, HDMI, Backlit Keyboard, Wi-Fi 6, Windows 11 Home, Silver",HP,17.3 Inches,Core i7 Family,32 GB,Windows 11 Home,4.4,ENVY,Silver,nan,nan,nan,nan,Intel Iris Xe Graphics,1 TB,Integrated,"$1,203.96"
"HP - Envy x360 2-in-1 15.6"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 256GB SSD - Nightfall Black",HP,15.6 Inches,AMD R Series,8 GB,Windows 11 Home,4.5,15-ey0013dx,nan,nan,nan,nan,nan,AMD Radeon Graphics 5,nan,Dedicated,$599.00
"HP Newest Flagship 15.6 HD Touchscreen IPS Laptop, 4-Core i5-1135G7(Up to 4.2GHz, Beat i7-1060G7), 16GB RAM, 512GB PCIe SSD, Iris Xe Graphics, Bluetooth, WiFi, Windows 11 Home S,w/GM Gaming Mouse",HP,15.6 Inches,Intel Core i5-1135G7,16 GB,Windows 11 Home S Mode,4.5,HP,16GB RAM | 512GB PCIe SSD,nan,nan,nan,nan,Intel Iris Xe Graphics,512 GB,Integrated,$649.00
"2021 Newest HP ENVY x360 2-in-1 Laptop, 15.6"" Full HD Touchscreen, AMD Ryzen 5 5500U Processor up to 4.6GHz, 8GB Memory, 256GB PCIe SSD, Backlit Keyboard, HDMI, Wi-Fi, Windows 11 Home, Nightfall Black",HP,15.6 Inches,AMD R Series,8 GB,Windows 10,4.4,HP Envy,Black,nan,nan,nan,nan,AMD Radeon Graphics,256 GB,Integrated,$568.00
"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 10 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0030nr, 2021, Pale Rose Gold)",HP,14 Inches,Celeron N4020,4 GB,Windows 10 Home,4.4,14-dq0030nr,Pale rose gold,nan,nan,nan,nan,Intel UHD Graphics 600,64 GB,Integrated,$259.00
"HP Pavilion 15.6"" FHD Touchscreen Laptop, AMD Ryzen 7-5825U Processor (Beat i7-1180G7),32GB RAM, 1TB PCIe SSD, Wi-Fi 6, Backlit Keyboard, HDMI, Webcam, Bluetooth, Windows 11 Home, Silver",HP,15.6 Inches,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,$839.99
"HP 15.6in Laptop (Intel Pentium Quad-Core N5000, 4GB RAM, 128GB SSD, HDMI, WiFi, Bluetooth, HD Webcam, Windows 10 S) (Renewed)",HP,15.6 Inches,Pentium N5000,4 GB,Windows 10 Home,4.4,HP-15.6-RP,nan,nan,nan,nan,nan,Intel,128 GB,Integrated,nan
"HP 15.6"" Laptop with Intel 4-core CPU, 15.6"" HD LED Display, Intel Quad-core Processor, Bluetooth and Wi-Fi, HDMI, Long Battery Life, Windows 11 Home in S Mode(16GB RAM | 1TB SSD)",HP,15.6 Inches,Pentium,16 GB,Windows 11,4.4,nan,nan,nan,nan,nan,nan,Intel UHD Graphics,1 TB,Integrated,$449.00
"HP 14 Laptop, AMD 3020e, 4 GB DDR4 RAM, 64 GB eMMC Storage, 14-inch HD Touchscreen Display, Windows 10 Home (14-fq0040nr, 2020 Model) (Renewed)",HP,14 Inches,AMD E Series,4 GB,Windows 10 Home,4.2,HP 14 Laptop,Indigo Blue,nan,nan,nan,nan,AMD Radeon,nan,Integrated,nan
"HP 2023 Newest 15.6’’ FHD Screen Laptop, Quad Core Intel i5-1135G7 (Beat i7-1065G7,Upto 4.2GHz), Iris Xe Graphics, 8GB RAM, 512GB SSD, HD Webcam, WiFi 6, 9+ Hours Battery, Winows 11+Marxsolcables",HP,15.6 Inches,Core i5 Family,8 GB,Windows 11 Home,,2023 Newest 15 Inch HP Laptop,Natural Silver,nan,nan,nan,nan,Intel Iris Xe Graphics,512 GB,Integrated,$549.00
"HP 2022 Pavilion 17 Laptop, 17.3"" HD+ Anti-Glare Display, 11th Gen Intel Core i3-1115G4, 16GB RAM, 256 GB PCIe SSD, Wireless-AC, Webcam, Long Battery Life, Windows 11, Silver (Latest Model)",HP,17.3 Inches,Core I3 1115G4,32 GB,Windows 11,4.4,HP Pavilion,Silver,nan,nan,nan,nan,Intel UHD Graphics,256 GB,Integrated,$499.00
"HP Laptop, 15.6"" HD Display, Intel Pentium Silver N5030 4 Cores Processor, 16GB DDR4 RAM, 1TB SSD, SD Card Reader, 1-Year Office365 Subscription, HDMI, Wi-Fi, RJ-45, USB-C, Windows OS, Red, JVQ MP",HP,15.6 Inches,Pentium Other,16 GB,Windows 10 Home,,nan,Red,nan,nan,nan,nan,Intel UHD Graphics,1 TB,Integrated,$459.00
"HP 14 Laptop, AMD Ryzen 5 5500U, 8 GB RAM, 256 GB SSD Storage, 14-inch Full HD Display, Windows 11 Home, Thin & Portable, Micro-edge & Anti-glare Screen, Long Battery Life (14-fq1025nr, 2021)",HP,14 Inches,AMD Ryzen 5 5500U,8 GB,Windows 11 Home,4.5,14-fq1025nr,Natural Silver,nan,nan,nan,nan,nan,256 GB,Integrated,$405.00
HP Elitebook 840 G5 Laptop Intel Core i7 1.80 GHz 16Gb Ram 512GB SSD Windows 10 Pro-64 (Renewed),HP,14 Inches,Core i7,16 GB,Windows 10 Pro,4.2,HP EliteBook,Silver,nan,nan,nan,nan,nan,512 GB,Integrated,nan
"HP Pavilion 15 Laptop, 12th Generation Intel Core i7-1255U Processor, 16 GB RAM, 512 GB SSD, 15.6"" Full HD Display, Windows 11 Pro, Fingerprint Reader, Wi-Fi & Bluetooth, HD Webcam (15-eg2025nr 2022)",HP,15.6 Inches,Core i7,16 GB,Windows 11 Pro,4.4,HP Pavilion Laptop 15-eg2025nr,Natural Silver Aluminum,nan,nan,nan,nan,nan,512 GB,Integrated,$899.00
"2022 HP Flagship Laptop, Intel Dual-Core Processor up to 2.65GHz, 15-inch, 4GB DDR4, 500GB Storage, Super-Fast WiFi, Windows 11, Dale Red (Renewed)",HP,15,nan,nan,Windows 11,2.9,nan,nan,"720p, 4K",nan,3,nan,Intel UHD Graphics,nan,nan,nan
"HP 15.6"" Laptop with Windows Home in S Mode - Intel Core i3 11th Gen Processor - 8GB RAM Memory - 256GB SSD Storage - Silver (15-dy2035)",HP,15.6 Inches,Core i3,8 GB,Windows 10 S,4.4,15-dy2035tg,Silver,nan,nan,nan,nan,nan,256 GB,Integrated,$304.94
"HP Pavilion 15.6"" FHD Touchscreen Laptop, 12th Gen Intel Core i7-1255U Processor, Intel Iris Xe Graphics, Wi-Fi 6, HDMI, Webcam, Bluetooth, Windows 11 Home (32GB | 1TB SSD)",HP,15.6 Inches,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,$929.99
"2022 Newest HP 15.6"" HD Laptop Computer, Intel Celeron Quad-Core N4120(up to 2.6GHz), 16GB DDR4 RAM, 1TB SSD, HDMI, Bluetooth, Webcam, USB-C, RJ45 Ethernet, Windows 11S, Silver, JVQ Mousepad",HP,15.6 Inches,Celeron,16 GB,Windows 11 S,4.4,HP 15 DW,Silver,nan,nan,nan,nan,Intel UHD Graphics 600,1 TB,Integrated,$499.00
"Newest HP 14"" HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam(Renewed)",HP,14,Celeron,4 GB,Windows 11,3.9,nan,Dale White,720p,nan,2,nan,nan,nan,nan,nan
"HP 2023 15'' HD IPS Laptop, Windows 11, Intel Pentium 4-Core Processor Up to 2.70GHz, 8GB RAM, 128GB SSD, HDMI, Super-Fast 6th Gen WiFi, Dale Red (Renewed)",HP,15 Inches,Pentium,8 GB,Windows 11,3.9,"HP 15"" Laptop",nan,nan,nan,nan,nan,nan,128 GB,Integrated,nan
"HP 14'' Chromebook Laptop, Intel Celeron N4120, 4 GB RAM, 64 eMMC, HD Display, Chrome OS, Intel UHD Graphics 600, Long Battery Life, Ash Gray Keyboard (14a-na0226nr, 2022, Mineral Silver) (Renewed)",HP,14 Inches,Celeron,4 GB,Chrome OS,4.3,Chromebook 14a-na0226nr,Mineral Silver,nan,nan,nan,nan,Intel UHD Graphics 600,nan,Integrated,nan
"2021 HP ProBook 450 G8 15.6"" IPS FHD 1080p Business Laptop (Intel Quad-Core i5-1135G7 (Beats i7-8565U), 16GB RAM, 512GB PCIe SSD) Backlit, Type-C, RJ-45, Webcam, Windows 10 Pro + HDMI Cable",HP,15.6 Inches,Intel Core i5-1135G7,16 GB,Windows 10 Pro,4.4,nan,nan,1080p,3.84 Pounds,nan,nan,nan,nan,Integrated,$807.99
"2021 HP Stream 14"" HD Laptop Computer, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC, HD Audio, HD Webcam, Intel UHD Graphics 600, 1 Year Office, HDMI, Win 10 S, Black, 128GB SnowBell USB Card",HP,14 Inches,Celeron N4020,4 GB,Windows 10 S,4.2,HP,Black,nan,nan,nan,nan,Intel HD Graphics 600,64 GB,Integrated,$249.00
"HP 11'' HD IPS Touchscreen Laptop, Windows 11, Intel i3 Processor Up to 2.50GHz, 4GB RAM, 128GB SSD, HDMI, Super-Fast WiFi, Dale Black (Renewed)",HP,11 Inches,Intel Core i3,4 GB,Windows 11,3.8,"HP 11"" Laptop",nan,nan,nan,nan,nan,nan,128 GB,Dedicated,nan
"HP Laptop 14-fq0018ca 14"" AMD Athlon Silver 3050U 4 GB Memory; 128 GB SSD Storage Windows 10 Home in S Mode Natural Silver (Renewed)",HP,14 Inches,Athlon 3050U,4 GB,Windows 11 S,,AMD Athlon Silver 3050U,nan,720p,nan,nan,nan,nan,nan,Integrated,nan
"HP 17.3-inch Laptop, 11th Generation Intel Core i5-1135G7, Intel Iris Xe Graphics, 8 GB RAM, 512 GB SSD, Windows 11 Home (17.3-cn0026nr,Natural Silver)",HP,17.3 Inches,Intel Core i5-1135G7,8 GB,Windows 11 Home,4.5,HP Laptop 17-cn0026nr,Natural Silver,nan,nan,nan,nan,nan,512 GB,Integrated,$599.00
"HP 2023 Convertible 2-in-1 Chromebook Laptop, 14"" HD IPS Touchscreen, Intel Celeron Processor up to 2.60GHz, 4GB Ram, 64GB SSD, 4K Graphics, Super-Fast 6th Gen WiFi, Chrome OS, Dale Blue(Renewed)",HP,14 Inches,Celeron,4 GB,Chrome OS,,"HP 14"" Chromebook",nan,nan,nan,nan,nan,nan,64 GB,Integrated,nan
"HP Elitebook 840 G5 14-inch FHD (1920x1080) Business Laptop (Intel Quad-Core i5-8250U, 8GB DDR4 RAM, 256GB SS USB Type-C, HDMI, Windows 10 Pro (Renewed)",HP,14 Inches,Core i5 8250U,8 GB,Windows 10 Pro,3.8,HP EliteBook,Silver,nan,nan,nan,nan,Intel UHD Graphics 620,256 GB,Integrated,nan
"HP Laptop X360 14a Chromebook 14"" HD Touchscreen, Entertaining from Any Angle Intel Celeron, 4GB DDR4 64GB eMMC WiFi Webcam Stereo Speakers Bluetooth 4.2 Chrome Blue Metallic Color",HP,14 Inches,Celeron N4020,4 GB,Chrome OS,4.5,HP Chromebook,Blue,nan,nan,nan,nan,Intel,64 GB,Integrated,$219.00
"2022 HP Pavilion 15.6"" FHD Touchscreen Laptop 12th Gen 10-Core Intel i7-1255U 64GB DDR4 2TB NVMe SSD NVIDIA GeForce MX570 HDMI USB-C WiFi-6 Bluetooth Backlit Keyboard Windows 10 Pro w/ 32GB USB",HP,15.6 Inches,Core i7 Family,64 GB,Windows 10 Pro,4.0,15-EG2373CL,Fog Blue,nan,nan,nan,nan,nan,2 TB,Dedicated,nan
"HP 2022 Newest 17.3"" HD+ Display Laptop, 11th Gen Intel Core i3-1115G4(Up to 4.1GHz, Beat i5-1030G7), 16GB DDR4 RAM, 1TB PCIe SSD, Bluetooth, HDMI, Webcam, Windows 11, Silver, w/ 3in1 Accessories",HP,17.3 Inches,Core I3 1115G4,16 GB,Windows 11,4.5,HP,Natural Silver,nan,nan,nan,nan,Intel UHD Graphics,1 TB,Integrated,$449.00
"HP Stream 14 inches HD (1366x768) Display, Intel Celeron N4000 Dual-Core Processor, 4GB RAM, 64GB eMMC, HDMI, WiFi, Webcam, Bluetooth, Win10 S, Royal Blue (Renewed)",HP,14 Inches,Celeron N4000,4 GB,Windows 10,4.3,HP Stream,Royal Blue,nan,nan,nan,nan,Intel,64 GB,Integrated,nan
"2022 Newest HP Laptop with Microsoft Office Included 1-Year, 15.6"" HD Screen, AMD Athlon 3050U 16GB RAM 1TB SSD HDMI Port Webcam Gold White Windows 11 | College Student Bundle, ROKC HDMI Cable",HP,15.6 Inches,Athlon Silver 3050U,16 GB,Windows 11 Home,4.2,nan,Gold,nan,nan,nan,nan,AMD,1000 GB,Integrated,$549.99
"HP Pavilion 17 Laptop, 17.3"" FHD IPS 100% sRGB Display, 11th Gen Intel Core i5-1135G7, Intel Iris Xe Graphics, 32 GB RAM, 1 TB SSD, WiFi, Webcam, Long Battery Life, Windows 11 (Latest Model)",HP,17.3 Inches,Intel Core i5,32 GB,Windows 11,4.7,nan,Silver,nan,nan,nan,nan,Intel Iris Xe Graphics,1 TB,Integrated,$799.99
"2022 HP Stream 14inch Laptop, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 Memory,128GB Storage(64GB eMMC+Card),WiFi,Webcam,Bluetooth,1-Year Microsoft 365 Win10 S, Snow White | NoCo Bundle",HP,14 Inches,Celeron,4 GB,Windows 10 sekunda,4.4,HP Stream,Snow White,nan,nan,nan,nan,nan,64 GB,Integrated,$269.95
"HP 2022 Newest 14"" HD Laptop Light-Weight, AMD 3020e(Up to 2.6GHz), 8GB RAM, 128GB SSD + 64GB eMMC, 1 Year Microsoft Office 365, WiFi, Bluetooth 5, USB Type-A&C, HDMI, Webcam w/3in1 Accessories",HP,14 Inches,AMD A Series,8 GB,Windows 10,4.3,Hp,Black,nan,nan,nan,nan,‎AMD Radeon Graphics,64 GB,Integrated,$337.00
"2022 Newest HP Stream 14"" HD Display, Intel Celeron N4120 Processor, 4GB Memory - 64GB eMMC ,WiFi ,Bluetooth, Type-C, 802.11AC , Win10 S - Indigo Blue",HP,14 Inches,Celeron,4 GB,Windows 11 S,,HP Laptop,Indigo Blue,nan,nan,nan,nan,Intel UHD Graphics 600,64 GB,Integrated,$245.00
"HP Newest 17 Laptop, 17.3"" HD+ Display, 11th Gen Intel Core i3-1115G4 Processor, 32GB RAM, 1TB PCIe SSD, Webcam, Bluetooth, HDMI, RJ-45, Windows 11 Home, Silver",HP,17.3 Inches,Core i3 Family,32 GB,Windows 11 Home,4.3,Notebook,Silver,nan,nan,nan,nan,Intel UHD Graphics,1 TB,Integrated,$599.99
"HP Envy Laptop, 17.3"" IPS Touchscreen, Intel Core i7-1260P, Intel Iris Xe Graphics, Backlit Keyboard, Wi-Fi 6, Long Battery Life, Audio by Bang & Olufsen, Win 11 (32GB RAM | 1TB PCIe SSD)",HP,17.3 Inches,Intel Core i7,32 GB,Windows 11,,Envy,nan,nan,nan,nan,nan,Intel Iris Xe Graphics,1 TB,Integrated,"$1,299.00"
"2022 Newest HP Premium Laptop, 15.6"" HD LED Display, AMD Dual-Core Processor, AMD Radeon Graphics, 16GB RAM, 1TB SSD, 3 in 1 Business Bundle, HDMI, USB Type-C, Long Battery Life, Windows 10, Silver",HP,15.6 Inches,Athlon,16 GB,Windows 11,4.3,Premium,Silver,nan,nan,nan,nan,AMD Radeon Graphics,1 TB,Integrated,$499.00
"2020 Newest HP Stream 11.6 inch HD Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Webcam, HDMI, Windows 10",HP,11.6 Inches,Celeron N4000,4 GB,Windows 10 S,4.5,HP 11-ak0012dx,Silver,nan,nan,nan,nan,Intel UHD Graphics,64 GB,Integrated,$159.00
"HP Chromebook 11 G6 Ee 11.6"" Chromebook Intel Celeron 1.10 GHz 4 GB 16 GB Chrome OS (Renewed)",HP,11.6 Inches,Celeron,4 GB,Chrome OS,4.2,HP Chromebook,nan,nan,nan,nan,nan,Intel,16 GB,Integrated,nan
"HP 2022 Newest ProBook 15.6"" Business Laptop FHD IPS Notebook - Intel Core i7-1255U, 32GB RAM, 2TB PCIe SSD, Backlit Keyboard, Webcam, Windows 10 Pro, 3in1 Accessories",HP,15.6 Inches,Core i7,32 GB,Windows 10 Pro,5.0,HP Probook,Silver,nan,nan,nan,nan,Integrated Intel Iris Xe,2 TB,Integrated,"$1,379.00"
"HP 2022 Newest Upgraded Touch-Screen Laptops for College Student & Business, 15.6 inch FHD Computer, Intel 11th Generation Core i7 1165G7, 16GB RAM, 1TB SSD, HDMI, Webcam, Windows 11, ROKC MP",HP,15.6 Inches,Intel Core i7,16 GB,Windows 11,5.0,nan,nan,nan,nan,nan,nan,Intel,1000 GB,Integrated,$849.99
HP 2022 Envy 13.3'' FHD IPS Touchscreen Laptop Evo Platform 4-Core Intel i5-1135G7 Iris Xe Graphics 16GB DDR4 512GB NVMe SSD WiFi AX HDMI Thunderbolt 4 Backlit KB Fingerpint Windows 11 Pro w/USB,HP,13.3 Inches,Core i5 Family,16 GB,Windows 11 Pro,3.9,13-BA1093CL,Silver,nan,nan,nan,nan,Intel Iris Xe Graphics,512 GB,Integrated,nan
HP ZBook Firefly 14-inch G8 Mobile Workstation PC 11th Gen Intel Core i7-1185G7 16GB 256GB PCle Gen 3 SSD Intel Iris Xe Graphics Windows 10 Pro - New,HP,14 Inches,Core i7,16 GB,Windows 10 Pro,,HP ZBOOK FIREFLY 14 G8,nan,nan,nan,nan,nan,Intel Iris,nan,Integrated,$899.99
"HP 14 Laptop, AMD 3000 Series Processor, 32GB RAM, 1TB Storage, 14-inch Micro-Edge HD Display, Long Battery Life, Webcam, Thin & Portable, Windows 10 + One Year of Office365, Rose Gold",HP,14 Inches,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,$499.99
"2022 HP Victus 15.6"" FHD IPS 144 Hz Gaming Laptop 12th Intel i7-12650H 10-Core Nvidia RTX 3050 Ti 4GB 32GB DDR4 1TB NVMe SSD WiFi 6 RJ-45 Backlit Keyboard Windows 11 Pro w/ RATZK 32GB USB",HP,15.6 Inches,Core i7 Family,32 GB,Windows 11 Pro,4.6,VICTUS 15,Mica Silver,nan,nan,nan,nan,nan,1 TB,Dedicated,nan
"[Windows 11 Pro] HP 15 15.6"" FHD Business Laptop Computer, 11th Generation Intel 4-core i5-1135G7 (Beat i7-1160G7), 32GB RAM 1TB PCIe SSD, Intel Iris Xe Graphics, Numeric Keypad, BT 5.2, HDMI, w/Hub",HP,15.6 Inches,Core i5,32 GB,Windows 11 Pro,4.5,nan,Silver,nan,nan,nan,nan,Intel Iris Xe Graphics,1 TB,Integrated,$729.00
"HP 2022 Pavilion 17.3 inch IPS FHD Laptop, Intel Core i5-1135G7 (Beats i7-1065G7), Intel Iris Xe Graphics, 32GB RAM, 1TB PCIe SSD, Backlit Keyboard, WiFi 5, Long Battery Life, Webcam, Windows 11 Pro",HP,17.3 Inches,Intel Core i5-1135G7,32 GB,Windows 10 Pro,4.1,HP Pavilion,nan,nan,nan,nan,nan,Intel Iris Xe Graphics,1 TB,Integrated,$989.00
"2022 Newest HP 14 Laptop, 14"" HD IPS Display, AMD Ryzen 3 3250U Processor, AMD Radeon Graphics, 16GB RAM, 1TB SSD, USB Type-C, HDMI, Long Battery Life Up to 10 Hours, Windows 11 + Microfiber Cloth",HP,14 Inches,Ryzen 3 3250U,16 GB,Windows 11,4.5,nan,nan,nan,nan,nan,nan,AMD Radeon Graphics,128 GB,Integrated,$429.99
"HP Pavilion x360 15.6 inch 2-in-1 Laptop PC, 11th Gen Intel Core i5-1135G7, 12 GB RAM, 256 GB SSD Storage, Full HD IPS Micro-Edge Display, Windows 10 Home, HD Webcam, Audio by B&O (15-er0010nr, 2021)",HP,15.6 Inches,Core i5,12 GB,Windows 10 Home,4.5,15-er0010nr,Natural Silver,nan,nan,nan,nan,Intel Iris Xe Graphics,0.01 GB,Integrated,$699.00
"HP Envy Laptop, 17.3"" IPS Touchscreen, Intel Core i7-1255U, GeForce MX 550, Backlit Keyboard, Fingerprint Reader, Wi-Fi 6, Audio by Bang & Olufsen, Win 11 (32GB RAM | 1TB PCIe SSD)",HP,17.3 Inches,Intel Core i7,32 GB,Windows 11,,ENVY,nan,nan,nan,nan,nan,NVIDIA GeForce MX550,1 TB,Dedicated,"$1,399.00"
"HP 2022 Newest Pavilion 15.6'' HD Laptop Computer,AMD Athlon Silver 3050U (Up to 3.2GHz),8GB RAM,256GB SSD,Webcam,USB-C,Fast Charger,Numpad,Wins 10 W/1 Year Microsoft 365,Mouse,Sleeve Gold",HP,15 Inches,Athlon Silver 3050U,8 GB,Windows 10 S,4.5,3050U,Gold,nan,nan,nan,nan,AMD Radeon Graphics,256 GB,Integrated,$429.00
"HP - 14"" Laptop - AMD Ryzen 3 - 8GB Memory - 128GB SSD - Natural Silver - Model 14-fq0033dx (Renewed)",HP,14 Inches,Ryzen 3,8 GB,Windows 11 S,5.0,14-fq0033dx,nan,720p,nan,nan,nan,nan,nan,Integrated,nan
HP 2020 Flagship 14 Chromebook Laptop Computer 14-inch HD SVA Anti-Glare Display Intel Celeron N5000 Processor 4GB DDR4 64GB eMMC WiFi Webcam Chrome OS (Renewed),HP,14 Inches,Celeron N,4 GB,Chrome OS,4.4,HP Chromebook 14a-na0031wm,Silver,nan,nan,nan,nan,nan,64 GB,Integrated,nan
"HP 15.6"" Laptop, Intel Core i5-1135G7 Processor, Intel Iris Xe Graphics, 15.6"" FHD Anti-Glare Display, Online Meeting Ready, HDMI, Wi-Fi and Bluetooth, Windows 11 Home(16GB RAM | 1TB SSD)",HP,15.6 Inches,Intel Core i5,16 GB,Windows 11,5.0,nan,nan,nan,nan,nan,nan,Intel UHD Graphics,1 TB,Integrated,$599.00
"HP 2022 15.6"" HD Laptop, Intel Pentium N5030 Processor, 8GB RAM, 256GB PCIe SSD, Intel HD Graphics, HD Webcam, Stereo Speakers, Black, Windows 11, 32GB SnowBell USB Card",HP,15.6 Inches,Pentium,8 GB,Windows 11 Home,5.0,nan,Black,nan,nan,nan,nan,Intel HD Graphics,256 GB,Integrated,$349.00
"HP Chromebook 11.6 - Intel Celeron 1.1 GHz, 4GB RMA, 16GB Storage, Chrome OS - 3NU57UT#ABA (Renewed)",HP,11.6 Inches,8032,4 GB,Chrome OS,4.1,HP Chromebook,nan,720p,nan,nan,nan,Intel HD Graphics 500,nan,Integrated,nan
"HP 17 Laptop, 17.3"" HD+ Touchscreen, AMD Ryzen 5 5625U, 32GB DDR4 RAM, 1TB PCIe NVMe SSD, Webcam, Wi-Fi, Bluetooth, Windows 11 Home, Silver",HP,17.3 Inches,Ryzen 5,32 GB,Windows 11 Home,4.8,17,Silver,nan,nan,nan,nan,AMD Radeon Graphics,nan,Integrated,$699.00
